pokemon_id,name,pokedex_number,generation,level,type_1,type_2,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,level70_hp,level70_attack,level70_defense,level70_sp_attack,level70_sp_defense,level70_speed,ability_1,ability_2,hidden_ability,source,source_url,gen1_stat_level,gen1_dv_hp,gen1_dv_attack,gen1_dv_defense,gen1_dv_speed,gen1_dv_special,gen1_statexp_hp,gen1_statexp_attack,gen1_statexp_defense,gen1_statexp_speed,gen1_statexp_special,base_special,level70_special,stat_assumption,gen1_crit_threshold,gen1_crit_probability,gen1_high_crit_threshold,gen1_high_crit_probability
1,Bulbasaur,1,1,70,Grass,Poison,45,49,49,65,65,45,207,138,138,160,160,132,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,65,160,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,22,0.0859375,176,0.6875
115,Kangaskhan,115,1,70,Normal,,105,95,80,40,40,90,291,202,181,125,125,195,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,40,125,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,45,0.17578125,255,0.99609375
116,Horsea,116,1,70,Water,,30,40,70,70,70,60,186,125,167,167,167,153,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,70,167,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,30,0.1171875,240,0.9375
117,Seadra,117,1,70,Water,,55,65,95,95,95,85,221,160,202,202,202,188,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,95,202,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,42,0.1640625,255,0.99609375
118,Goldeen,118,1,70,Water,,45,67,60,50,50,63,207,163,153,139,139,157,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,50,139,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,31,0.12109375,248,0.96875
119,Seaking,119,1,70,Water,,80,92,65,80,80,68,256,198,160,181,181,164,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,80,181,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,34,0.1328125,255,0.99609375
120,Staryu,120,1,70,Water,,30,45,55,70,70,85,186,132,146,167,167,188,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,70,167,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,42,0.1640625,255,0.99609375
121,Starmie,121,1,70,Water,Psychic,60,75,85,100,100,115,228,174,188,209,209,230,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,100,209,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,57,0.22265625,255,0.99609375
122,Mr. Mime,122,1,70,Psychic,,40,45,65,100,100,90,200,132,160,209,209,195,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,100,209,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,45,0.17578125,255,0.99609375
123,Scyther,123,1,70,Bug,Flying,70,110,80,55,55,105,242,223,181,146,146,216,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,55,146,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,52,0.203125,255,0.99609375
124,Jynx,124,1,70,Ice,Psychic,65,50,35,95,95,95,235,139,118,202,202,202,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,95,202,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,47,0.18359375,255,0.99609375
125,Electabuzz,125,1,70,Electric,,65,83,57,85,85,105,235,185,149,188,188,216,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,85,188,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,52,0.203125,255,0.99609375
126,Magmar,126,1,70,Fire,,65,95,57,85,85,93,235,202,149,188,188,199,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,85,188,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,46,0.1796875,255,0.99609375
127,Pinsir,127,1,70,Bug,,65,125,100,55,55,85,235,244,209,146,146,188,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,55,146,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,42,0.1640625,255,0.99609375
128,Tauros,128,1,70,Normal,,75,100,95,70,70,110,249,209,202,167,167,223,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,70,167,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,55,0.21484375,255,0.99609375
129,Magikarp,129,1,70,Water,,20,10,55,20,20,80,172,83,146,97,97,181,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,20,97,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,40,0.15625,255,0.99609375
130,Gyarados,130,1,70,Water,Flying,95,125,79,100,100,81,277,244,180,209,209,182,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,100,209,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,40,0.15625,255,0.99609375
131,Lapras,131,1,70,Water,Ice,130,85,80,95,95,60,326,188,181,202,202,153,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,95,202,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,30,0.1171875,240,0.9375
132,Ditto,132,1,70,Normal,,48,48,48,48,48,48,211,136,136,136,136,136,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,48,136,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,24,0.09375,192,0.75
133,Eevee,133,1,70,Normal,,55,55,50,65,65,55,221,146,139,160,160,146,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,65,160,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,27,0.10546875,216,0.84375
134,Vaporeon,134,1,70,Water,,130,65,60,110,110,65,326,160,153,223,223,160,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,110,223,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,32,0.125,255,0.99609375
135,Jolteon,135,1,70,Electric,,65,65,60,110,110,130,235,160,153,223,223,251,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,110,223,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,65,0.25390625,255,0.99609375
136,Flareon,136,1,70,Fire,,65,130,60,110,110,65,235,251,153,223,223,160,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,110,223,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,32,0.125,255,0.99609375
137,Porygon,137,1,70,Normal,,65,60,70,75,75,40,235,153,167,174,174,125,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,75,174,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,20,0.078125,160,0.625
138,Omanyte,138,1,70,Rock,Water,35,40,100,90,90,35,193,125,209,195,195,118,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,90,195,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,17,0.06640625,136,0.53125
139,Omastar,139,1,70,Rock,Water,70,60,125,115,115,55,242,153,244,230,230,146,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,115,230,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,27,0.10546875,216,0.84375
140,Kabuto,140,1,70,Rock,Water,30,80,90,45,45,55,186,181,195,132,132,146,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,45,132,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,27,0.10546875,216,0.84375
141,Kabutops,141,1,70,Rock,Water,60,115,105,70,70,80,228,230,216,167,167,181,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,70,167,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,40,0.15625,255,0.99609375
142,Aerodactyl,142,1,70,Rock,Flying,80,105,65,60,60,130,256,216,160,153,153,251,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,60,153,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,65,0.25390625,255,0.99609375
143,Snorlax,143,1,70,Normal,,160,110,65,65,65,30,368,223,160,160,160,111,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,65,160,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,15,0.05859375,120,0.46875
144,Articuno,144,1,70,Ice,Flying,90,85,100,125,125,85,270,188,209,244,244,188,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,125,244,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,42,0.1640625,255,0.99609375
145,Zapdos,145,1,70,Electric,Flying,90,90,85,125,125,100,270,195,188,244,244,209,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,125,244,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,50,0.1953125,255,0.99609375
146,Moltres,146,1,70,Fire,Flying,90,100,90,125,125,90,270,209,195,244,244,195,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,125,244,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,45,0.17578125,255,0.99609375
147,Dratini,147,1,70,Dragon,,41,64,45,50,50,50,201,159,132,139,139,139,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,50,139,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,25,0.09765625,200,0.78125
148,Dragonair,148,1,70,Dragon,,61,84,65,70,70,70,229,187,160,167,167,167,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,70,167,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,35,0.13671875,255,0.99609375
149,Dragonite,149,1,70,Dragon,Flying,91,134,95,100,100,80,271,257,202,209,209,181,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,100,209,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,40,0.15625,255,0.99609375
150,Mewtwo,150,1,70,Psychic,,106,110,90,154,154,130,292,223,195,285,285,251,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,154,285,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,65,0.25390625,255,0.99609375
151,Mew,151,1,70,Psychic,,100,100,100,100,100,100,284,209,209,209,209,209,,,,Bulbapedia Gen I base stats; user-provided FirstGenPokemon.csv cross-check,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_base_stats_in_Generation_I,70,15,15,15,15,15,63001,63001,63001,63001,63001,100,209,Gen I benchmark: DV=15 and Stat EXP=63001 in HP/Attack/Defense/Speed/Special; Level 70,50,0.1953125,255,0.99609375
